t_index term df
1659 cagl 1
1660 cahokia 3
1661 cairo 5
1662 caisson 1
1663 cake 5
1664 cal 2
1665 calam 5
1666 calamit 1
1667 calatrava 2
1668 calcul 9
1669 calculu 1
1670 calcutta 3
1671 calderon 1
1672 calena 1
1673 caley 1
1674 calhoun 1
1675 calib 4
1676 calif 6
1677 california 32
1678 calina 1
1679 calix 1
1680 call 363
1681 callahan 1
1682 callen 3
1683 caller 5
1684 callin 1
1685 calloff 1
1686 callou 1
1687 callous 1
1688 calm 38
1689 calmli 1
1690 calvario 6
1691 calvert 1
1692 cambodia 3
1693 camden 1
1694 came 236
1695 camel 3
1696 camera 25
1697 cameraman 3
1698 cameroon 2
1699 camouflag 7
1700 camp 49
1701 campaign 155
1702 campbel 1
1703 campfir 3
1704 campground 1
1705 campu 2
1706 can 2
1707 canada 14
1708 canal 21
1709 canberra 1
1710 cancel 38
1711 cancer 45
1712 candid 135
1713 candidaci 15
1714 candiotti 2
1715 candl 3
1716 candlelight 4
1717 cando 2
1718 candor 2
1719 cane 2
1720 canist 2
1721 cannaday 3
1722 cannistraro 4
1723 cannon 3
1724 cannot 62
1725 canon 1
1726 canopi 2
1727 canton 1
1728 cantwel 4
1729 canva 3
1730 canvass 3
1731 cap 19
1732 capabl 25
1733 capac 15
1734 cape 2
1735 capit 159
1736 capitalist 2
1737 capitol 28
1738 capitul 1
1739 capp 1
1740 capriati 33
1741 capsul 2
1742 capt 30
1743 captain 27
1744 captiv 6
1745 captor 4
1746 captur 58
1747 car 97
1748 caraca 2
1749 carat 1
1750 caravan 3
1751 carbomb 1
1752 carbon 2
1753 card 21
1754 cardboard 1
1755 cardiopulmonari 1
1756 care 84
1757 career 48
1758 careerend 1
1759 careerhigh 1
1760 carefullypreserv 1
1761 caretak 4
1762 carey 1
1763 cargo 12
1764 caribbean 2
1765 carin 1
1766 cario 1
1767 carjack 2
1768 carl 4
1769 carlo 29
1770 carlson 1
1771 carlton 1
1772 carman 1
1773 carmelo 2
1774 carmen 4
1775 carmodi 4
1776 carnahan 66
1777 carnahand 1
1778 carnivallik 1
1779 carol 6
1780 carolina 5
1781 carpent 7
1782 carper 8
1783 carpet 3
1784 carpetbagg 2
1785 carr 1
1786 carri 182
1787 carrier 20
1788 carrol 2
1789 carrot 1
1790 carsiz 1
1791 carson 5
1792 cart 1
1793 carter 10
1794 carthag 2
1795 carv 9
1796 carver 1
1797 case 168
1798 casebycas 1
1799 casetch 1
1800 cash 22
1801 cashier 1
1802 cashstrap 3
1803 casino 1
1804 casket 16
1805 cast 47
1806 castellano 2
1807 castiel 1
1808 castil 1
1809 castleburi 4
1810 castro 8
1811 casual 2
1812 casualti 22
1813 cat 2
1814 cataclysm 1
1815 catalyst 1
1816 catastroph 12
1817 catcal 1
1818 catch 15
1819 catchup 1
1820 cate 4
1821 categor 1
1822 categori 1
1823 caterpillar 2
1824 cathedr 1
1825 catherin 3
1826 cathi 1
1827 cathol 7
1828 cattl 2
1829 caucasian 2
1830 caught 46
1831 caus 132
1832 caution 18
1833 cautiou 19
1834 cautious 2
1835 cave 3
1836 cavern 1
1837 cavort 1
1838 cawl 3
1839 cayman 3
1840 cb 5
1841 cbsnew 1
1842 cd 1
1843 ceas 7
1844 ceasefir 7
1845 ceaselessli 2
1846 ceausescu 1
1847 cecil 1
1848 cedar 2
1849 cede 3
1850 cedomir 1
1851 cedric 6
1852 ceil 2
1853 celebr 83
1854 celebrateor 1
1855 celera 1
1856 celest 1
1857 cell 23
1858 cellblock 1
1859 cellphon 2
1860 cellular 10
1861 cement 6
1862 cementreinforc 1
1863 cemeteri 8
1864 censor 2
1865 censorship 2
1866 cent 1
1867 center 140
1868 centercourt 4
1869 centerleft 1
1870 centerpiec 2
1871 centigrad 1
1872 centimet 1
1873 central 84
1874 centrist 6
1875 centuri 24
1876 ceo 1
1877 ceremoni 52
1878 cerf 9
1879 cerna 3
1880 certain 36
1881 certainli 56
1882 certainti 4
1883 certif 3
1884 certifi 3
1885 cesar 2
1886 cessat 1
1887 cessna 7
1888 cetera 1
1889 cetinj 1
1890 cha 1
1891 chad 1
1892 chadwick 2
1893 chafe 3
1894 chagrin 1
1895 chain 10
1896 chair 17
1897 chairman 55
1898 chairmen 3
1899 chalk 2
1900 challeng 84
1901 chamber 16
1902 chamberlain 2
1903 chameleon 1
1904 champ 9
1905 champion 55
1906 championship 7
1907 chanc 99
1908 chancellor 5
1909 chanda 3
1910 chandeli 2
1911 chandler 6
1912 chandrika 1
1913 chang 144
1914 changeov 9
1915 channel 18
1916 chant 31
1917 chao 36
1918 chaotic 7
1919 chap 2
1920 chapel 4
1921 chaplain 7
1922 chaplin 1
1923 chappaqua 11
1924 chapter 7
1925 char 3
1926 charact 13
1927 character 7
1928 characterist 5
1929 charad 1
1930 charg 193
1931 charisma 2
1932 charit 5
1933 chariti 5
1934 charl 24
1935 charleston 2
1936 charlestown 1
1937 charli 2
1938 charlott 2
1939 chart 2
1940 charter 7
1941 chase 22
1942 chasm 2
1943 chat 5
1944 chattanooga 1
1945 chatti 1
1946 chau 1
1947 chauffeur 1
1948 chavez 4
1949 cheap 1
1950 cheat 11
1951 chebeck 8
1952 chechnya 8
1953 check 40
1954 checker 1
1955 checkpoint 2
1956 checkup 3
1957 cheek 1
1958 cheer 34
1959 cheerlead 2
1960 chees 1
1961 chef 2
1962 chela 4
1963 chell 1
1964 chelsea 17
1965 chemic 7
1966 chemistri 3
1967 chemotherapi 1
1968 cheney 31
1969 cheri 12
1970 cherish 2
1971 chernomyrdin 2
1972 cheroke 3
1973 cheron 3
1974 cherri 2
1975 chesapeak 1
1976 chest 8
1977 chetna 1
1978 chetsov 1
1979 chew 1
1980 chi 25
1981 chic 1
1982 chicago 6
1983 chicken 2
1984 chide 1
1985 chief 196
1986 chiefli 3
1987 child 46
1988 childhood 4
1989 children 69
1990 chile 8
1991 chill 13
1992 chilli 5
1993 chillicoth 1
1994 china 31
1995 chinayugoslavia 2
1996 chines 10
1997 chineseamerican 2
1998 ching 1
1999 chink 1
2000 chino 1
2001 chip 8
2002 chirac 6
2003 chisel 1
2004 chizhov 1
2005 chizov 1
2006 chladkova 3
2007 chlorin 4
2008 chocol 1
2009 choi 1
2010 choic 41
2011 chok 1
2012 choke 7
2013 cholera 1
2014 chomp 1
2015 chon 1
2016 choos 18
2017 chopper 1
2018 chopstick 1
2019 choreograph 1
2020 chorichech 1
2021 choru 1
2022 chose 13
2023 chosen 14
2024 chouchescu 1
2025 chow 1
2026 chri 34
2027 chrisdorton 1
2028 christen 3
2029 christi 4
2030 christian 27
2031 christina 3
2032 christma 61
2033 christmasev 1
2034 christoph 17
2035 chronic 2
2036 chronicl 2
2037 chrysanthemum 1
2038 chu 1
2039 chubbi 2
2040 chuck 9
2041 chuckl 2
2042 chudakova 3
2043 chunk 4
2044 church 43
2045 churchvil 1
2046 cia 25
2047 cienfuego 1
2048 cigarett 2
2049 cinder 1
2050 cinderblock 3
2051 cinema 2
2052 circl 19
2053 circu 3
2054 circuit 8
2055 circul 8
2056 circumst 32
2057 circumstanti 2
2058 circumv 3
2059 cisnero 7
2060 ciss 1
2061 citadel 1
2062 citat 2
2063 cite 38
2064 citi 218
2065 citizen 73
2066 citizenri 2
2067 citizenship 10
2068 citywid 1
2069 civic 4
2070 civil 61
2071 civilian 52
2072 cj 1
2073 clad 1
2074 claiborn 1
2075 claim 129
2076 clair 6
2077 clamber 5
2078 clamor 3
2079 clandestin 2
2080 clap 1
2081 clarenc 1
2082 clarifi 3
2083 clariti 1
2084 clark 41
2085 clarkston 1
2086 clash 54
2087 clasp 1
2088 class 29
2089 classic 7
2090 classifi 36
2091 classmat 2
2092 classroom 2
2093 clavet 1
2094 claw 6
2095 clay 4
2096 claycourt 1
2097 clean 23
2098 cleanair 1
2099 cleanli 1
2100 cleans 6
2101 clear 187
2102 clearanc 5
2103 clearer 4
2104 clearest 1
2105 clearli 56
2106 cleavag 1
2107 cleaver 1
2108 clemenc 31
2109 clement 24
2110 clergi 2
2111 cleric 3
2112 clerk 6
2113 cleveland 1
2114 clever 4
2115 cleverli 1
2116 click 2
2117 client 9
2118 cliffhang 1
2119 clifford 2
2120 clijster 11
2121 climact 1
2122 climat 3
2123 climatecontrol 1
2124 climax 4
2125 climb 22
2126 clime 1
2127 clinch 2
2128 cling 8
2129 clinic 8
2130 clink 1
2131 clinton 271
2132 clintonesqu 1
2133 clintongor 1
2134 clintonit 1
2135 clintonlazio 2
2136 clip 2
2137 clister 1
2138 cloak 1
2139 clock 10
2140 clod 1
2141 clodfelt 4
2142 clog 1
2143 cloister 1
2144 cloner 1
2145 closabl 1
2146 close 252
2147 closeddoor 6
2148 closeknit 1
2149 closemouth 1
2150 closer 29
2151 closest 32
2152 closet 1
2153 closeup 1
2154 closhg 1
2155 closur 7
2156 cloth 44
2157 cloud 21
2158 cloudless 1
2159 clout 4
2160 clown 1
2161 clton 1
2162 club 15
2163 clue 27
2164 clump 1
2165 clumsi 1
2166 clung 2
2167 cluster 4
2168 clutch 4
2169 clyde 1
2170 cmc 1
2171 cmdr 35
2172 cnn 49
2173 co 7
2174 coach 15
2175 coachlight 8
2176 coal 31
2177 coalfir 1
2178 coalit 34
2179 coalitionbuild 1
2180 coalmin 1
2181 coast 106
2182 coastal 10
2183 coastlin 9
2184 coat 8
2185 coauthor 1
2186 coax 3
2187 cobar 1
2188 coburn 4
2189 coca 2
2190 cocain 8
2191 cochran 4
2192 cochranvil 1
2193 cock 6
2194 cocker 1
2195 cocktail 3
2196 coco 2
2197 cocoa 14
2198 cocodi 3
2199 code 7
2200 codefend 1
2201 codi 5
2202 codirector 1
2203 coercion 1
2204 coetzer 16
2205 coetzerhingi 2
2206 coexist 1
2207 coey 1
2208 coffe 25
2209 coffeepick 1
2210 coffeerel 1
2211 coffer 2
2212 coffield 1
2213 coffin 14
2214 cognac 1
2215 cohen 56
2216 coher 1
2217 cohes 3
2218 cohort 1
2219 coil 2
2220 coin 3
2221 coincid 6
2222 coincident 1
2223 cojustic 1
2224 coker 1
2225 coki 2
2226 col 18
2227 cold 43
2228 coldblood 1
2229 cole 290
2230 colehtml 4
2231 coleman 1
2232 coler 7
2233 colin 7
2234 colina 23
2235 collabor 3
2236 collag 1
2237 collaps 86
2238 collarpin 1
2239 collat 2
2240 colleagu 23
2241 collect 32
2242 collector 5
2243 colleg 34
2244 collegeag 1
2245 coller 4
2246 collid 7
2247 collin 2
2248 collis 20
2249 collus 1
2250 colo 9
2251 colobora 1
2252 colombia 10
2253 colombian 3
2254 colon 4
2255 coloni 20
2256 colonna 1
2257 color 13
2258 colorado 24
2259 columbia 14
2260 columbin 1
2261 column 7
2262 columnist 1
2263 comasagua 5
2264 comb 10
2265 combat 22
2266 combin 20
2267 combrat 1
2268 come 264
2269 comeback 17
2270 comedian 1
2271 comefrombehind 1
2272 comen 1
2273 comfort 25
2274 comic 1
2275 command 127
2276 commando 5
2277 commemor 7
2278 commenc 1
2279 commend 3
2280 comment 82
2281 commentari 5
2282 commerc 10
2283 commerci 38
2284 comminut 1
2285 commiss 94
2286 commissari 2
2287 commission 15
2288 commit 89
2289 committe 79
2290 commod 11
2291 common 36
2292 commonli 5
2293 commonsens 3
2294 commot 1
2295 commun 113
2296 communiqu 5
2297 communist 58
2298 communistrul 1
2299 communistrun 1
2300 communistturnedsocialist 1
2301 commut 20
2302 compact 1
2303 compani 76
2304 companion 4
2305 companionship 4
2306 compar 31
2307 comparison 9
2308 compart 38
2309 compass 5
2310 compassion 3
2311 compel 10
2312 compens 3
2313 compensatori 1
2314 compet 16
2315 competit 22
2316 competitor 2
2317 compil 4
2318 complac 4
2319 complain 40
2320 complaint 21
2321 complement 2
2322 complet 104
2323 complex 41
2324 compli 5
2325 complianc 2
2326 complic 31
2327 compliment 5
2328 compon 2
2329 compos 1
2330 composit 4
2331 composur 5
2332 compound 30
2333 comprehend 1
2334 comprehens 5
2335 compress 1
2336 compris 3
2337 compromis 16
2338 compuls 1
2339 comput 22
2340 computerlink 1
2341 comrad 7
2342 con 4
2343 conceal 10
2344 conced 49
2345 conceiv 9
2346 concentr 20
2347 concept 7
2348 concern 105
2349 concert 7
2350 concess 16
2351 conchita 3
2352 concili 2
2353 conciliatori 3
2354 conclud 47
2355 conclus 31
2356 concret 38
2357 concur 1
2358 concuss 1
2359 condemn 24
2360 condit 138
2361 condol 15
2362 condoleezza 1
2363 condon 2
2364 conduct 51
2365 conduit 1
2366 confer 68
2367 confess 10
2368 confetti 6
2369 confettilik 1
2370 confettis 1
2371 confid 60
2372 confidenti 1
2373 configur 1
2374 confin 6
2375 confirm 117
2376 confisc 1
2377 conflict 46
2378 conform 1
2379 confound 2
2380 confront 39
2381 confus 22
2382 cong 1
2383 congeni 1
2384 congest 5
2385 congo 2
2386 congratul 29
2387 congreg 1
2388 congress 112
2389 congression 39
2390 congressman 42
2391 congressmen 1
2392 congresswoman 2
2393 conjunct 2
2394 conn 1
2395 connal 24
2396 connect 66
2397 connecticut 13
2398 connel 1
2399 connelli 1
2400 connett 1
2401 conni 7
2402 conniv 1
2403 connoli 1
2404 connolli 1
2405 connor 1
2406 conquer 1
2407 conqueror 3
2408 conquest 2
2409 conrad 6
2410 conscienc 3
2411 consciou 4
2412 conscious 2
2413 consecut 27
2414 consensu 9
2415 consent 2
2416 consequ 18
2417 consequenti 1
2418 conserv 19
2419 conservat 1
2420 conservationist 1
2421 consid 131
2422 consider 28
2423 consign 1
2424 consist 14
2425 consistu 1
2426 consol 8
2427 consolid 13
2428 consortium 7
2429 conspicu 2
2430 conspir 6
2431 conspiraci 18
2432 constant 10
2433 constantinescu 1
2434 constantli 10
2435 constern 1
2436 constitu 5
2437 constitut 105
2438 constrain 1
2439 constrict 1
2440 construct 30
2441 consul 10
2442 consular 3
2443 consult 20
2444 consum 4
2445 consumpt 1
2446 contact 38
2447 contain 46
2448 contamin 1
2449 contempl 4
2450 contemporari 2
2451 contempt 9
2452 contend 25
2453 content 20
2454 contenti 4
2455 contest 44
2456 context 10
2457 contin 6
2458 continent 1
2459 conting 4
2460 continu 230
2461 contort 1
2462 contract 26
2463 contractor 4
2464 contradict 6
2465 contrari 7
2466 contrast 5
2467 contribut 47
2468 contributor 5
2469 contrit 1
2470 contriv 1
2471 control 170
2472 controversi 34
2473 conven 8
2474 conveni 16
2475 convent 8
2476 converg 14
2477 convers 18
2478 convert 5
2479 convey 3
2480 convict 123
2481 convictsgetaway 1
2482 convinc 27
2483 convincingli 1
2484 convok 1
2485 convoy 14
2486 cooey 1
2487 cook 20
2488 cool 5
2489 cooler 2
2490 coolingoff 3
2491 coon 1
2492 cooper 77
2493 coopt 1
2494 coordin 27
2495 cop 1
2496 cope 9
2497 copi 19
2498 copper 2
2499 coproduct 6
2500 copsstyl 1
2501 cord 1
2502 cordial 3
2503 cordillera 1
2504 cordon 10
2505 core 10
2506 corech 1
2507 coretta 1
2508 corey 2
2509 cori 3
2510 corina 4
2511 corn 2
2512 cornahaim 1
2513 cornaheim 1
2514 cornard 1
2515 corner 34
2516 cornerston 1
2517 cornett 2
2518 corni 1
2519 cornwal 1
2520 corollari 1
2521 coron 2
2522 corp 16
2523 corpor 15
2524 corps 13
2525 corpu 1
2526 corral 1
2527 correct 24
2528 correctli 5
2529 correl 4
2530 correspond 26
2531 corridor 2
2532 corros 3
2533 corrug 1
2534 corrugatediron 1
2535 corrupt 78
2536 corzin 13
2537 cosbi 1
2538 cosic 1
2539 cosmeniov 1
2540 cosminov 1
2541 cost 41
2542 costa 4
2543 costello 1
2544 costelow 1
2545 costli 5
2546 costliest 3
2547 cot 4
2548 coteri 1
2549 cotibua 1
2550 coton 1
2551 cotton 7
2552 couch 2
2553 coue 1
2554 could 391
2555 coulibali 9
2556 council 43
2557 councilman 1
2558 counsel 24
2559 counselor 2
2560 count 79
2561 counter 19
2562 counterattack 4
2563 counterintellig 4
2564 counternarcot 1
2565 counterpart 5
2566 counterpunch 2
2567 counterrevolutionari 1
2568 counterterror 11
2569 counti 35
2570 countless 1
2571 countri 411
2572 countryman 7
2573 countrymen 8
2574 countrysid 15
2575 countryspan 1
2576 coup 43
2577 coupdetour 1
2578 coupl 40
2579 courag 11
2580 courier 3
2581 cours 62
2582 court 190
2583 courtappoint 2
2584 courtesi 1
2585 courthous 4
2586 courtland 1
2587 courtroom 7
2588 courtsid 2
2589 courtyard 6
2590 cousin 4
2591 coustunitza 1
2592 coven 1
2593 cover 66
2594 coverag 19
2595 coverdel 3
2596 coverup 1
2597 covic 3
2598 cow 7
2599 coward 2
2600 cowardli 15
2601 cowboy 3
2602 cower 3
2603 cowl 1
2604 cp 1
2605 cpn 2
2606 crabbi 1
2607 crack 32
2608 crackdown 10
2609 crackl 2
2610 cradl 1
2611 craft 19
2612 crafti 2
2613 cragey 3
2614 craggi 1
2615 craig 13
2616 cram 3
2617 cramp 8
2618 crane 18
2619 cranni 1
2620 crap 1
2621 crash 85
2622 crater 6
2623 crave 2
2624 crawl 9
2625 crazi 7
2626 creak 1
2627 creaki 2
2628 cream 3
2629 creasingli 1
2630 creat 49
2631 creation 5
2632 creativ 2
2633 creator 1
2634 credenc 2
2635 credenti 16
2636 credibl 42
2637 credit 20
2638 creditor 4
2639 cree 1
2640 creed 2
2641 creek 1
2642 creep 5
2643 creepi 1
2644 cremat 4
2645 crematoria 1
2646 crematorium 1
2647 crept 6
2648 crescent 1
2649 crest 2
2650 crestfallen 1
2651 crevic 1
2652 crew 133
2653 crewman 4
2654 crewmemb 5
2655 crewmen 10
2656 cri 38
2657 crime 78
2658 crimefight 1
2659 crimin 105
2660 criminolog 1
2661 crippl 39
2662 crise 14
2663 crisi 54
2664 crisp 3
2665 cristo 1
2666 criteria 2
2667 critic 121
2668 croat 3
2669 croatia 14
2670 croatian 2
2671 croifl 1
2672 croni 18
2673 crook 7
2674 crop 3
2675 crosbi 5
2676 cross 43
2677 crosscourt 7
2678 crossfir 1
2679 crossleg 2
2680 crouch 12
2681 crous 1
2682 crow 1
2683 crowbar 6
2684 crowd 104
2685 crowdpleas 2
2686 crowley 10
2687 crown 8
2688 crucial 21
2689 crucifi 1
2690 crude 1
2691 crue 1
2692 cruel 3
2693 cruelti 3
2694 cruis 16
2695 cruiser 3
2696 cruman 1
2697 crumbl 21
2698 crumpl 3
2699 crusad 4
2700 crush 22
2701 crust 1
2702 crutch 6
2703 cruz 1
2704 crwrc 1
2705 cryptic 1
2706 crystal 2
2707 cuba 9
2708 cuban 2
2709 cubanamerican 2
2710 cue 1
2711 cuellar 6
2712 culdesac 1
2713 culmin 8
2714 culpabl 1
2715 culprit 9
2716 cultiv 2
2717 cultur 11
2718 cummin 2
2719 cun 5
2720 cuomo 3
2721 cup 9
2722 cupboard 1
2723 curb 4
2724 curdl 1
2725 cure 1
2726 curfew 10
2727 curios 2
2728 curiou 9
2729 currenc 2
2730 current 52
2731 curriculum 4
2732 curs 4
2733 cursori 1
2734 curt 2
2735 curtail 4
2736 curtain 3
2737 curti 3
2738 curv 3
2739 cush 2
2740 cusp 1
2741 cussin 2
2742 custodi 21
2743 custodian 3
2744 custom 9
2745 customari 2
2746 cut 113
2747 cutback 1
2748 cutigua 1
2749 cutter 7
2750 cw 1
2751 cybercaf 1
2752 cybernet 1
2753 cycl 3
2754 cyclon 1
2755 cylind 1
2756 cylindr 1
2757 cynic 9
2758 cypru 1
2759 cyr 1
2760 czarist 1
2761 czaristera 1
2762 czech 14
2763 czechoslovakian 1
2764 da 3
2765 dad 11
2766 dada 1
2767 dadiv 1
2768 daejung 5
2769 daewoo 5
2770 dagestan 3
2771 dagger 3
2772 daili 29
2773 daja 2
2774 dakota 19
2775 dakotan 1
2776 dakouri 1
2777 dalal 1
2778 dale 2
2779 daley 7
2780 dalla 30
2781 dallasarea 5
2782 dallasbas 2
2783 dallasfort 2
2784 dalworthington 1
2785 dam 1
2786 damag 154
2787 damascu 2
2788 dame 1
2789 damir 3
2790 dammaj 1
2791 damor 1
2792 damp 1
2793 dampen 2
2794 dan 18
2795 dana 2
2796 danah 4
2797 danburi 1
2798 danc 11
2799 dancer 3
2800 dandelion 1
2801 dane 1
2802 danewich 1
2803 danforth 3
2804 danger 103
2805 dangl 2
2806 daniel 19
2807 daniela 6
2808 daniil 2
2809 danni 1
2810 danzig 4
2811 daoud 1
2812 dapist 1
2813 dar 5
2814 darden 1
2815 dare 15
2816 daren 7
2817 dark 28
2818 darken 3
2819 darkhair 2
2820 darl 1
2821 darn 1
2822 darrel 2
2823 dart 1
2824 darwinian 1
2825 daschl 11
2826 dash 4
2827 dashboard 1
2828 data 4
2829 date 27
2830 datelin 7
2831 daughter 54
2832 daughterinlaw 2
2833 daunt 6
2834 dave 18
2835 davenport 44
2836 davi 4
2837 david 58
2838 davidian 2
2839 davidstyl 1
2840 dawn 21
2841 day 460
2842 daybreak 3
2843 daybyday 1
2844 dayeb 1
2845 daylight 4
2846 daytoday 2
2847 dayton 9
2848 daytona 1
2849 daytonhudson 3
2850 daze 4
2851 dazesurvivor 1
2852 dc 14
2853 dcalif 1
2854 dconn 3
2855 dd 1
2856 dday 1
2857 ddg 7
2858 de 17
2859 dea 1
2860 deactiv 2
2861 dead 164
2862 deadli 53
2863 deadliest 16
2864 deadlin 13
2865 deadlock 3
2866 deadon 1
2867 deaf 1
2868 deal 98
2869 dealt 6
2870 dean 5
2871 dear 5
2872 dearborn 1
2873 dearli 3
2874 death 210
2875 deathdefi 1
2876 deathrow 1
2877 debar 1
2878 debat 65
2879 debbi 5
2880 deborah 3
2881 debra 2
2882 debri 47
2883 debt 14
2884 debut 1
2885 dec 48
2886 decad 81
2887 decadesold 2
2888 decay 2
2889 deceas 8
2890 deceit 1
2891 decemb 79
2892 decent 2
2893 decentr 3
2894 decept 1
2895 decibel 1
2896 decid 103
2897 decidedli 1
2898 decis 173
2899 decisionmak 2
2900 deck 44
2901 declar 99
2902 declassifi 2
2903 declin 48
2904 decod 2
2905 decompos 1
2906 decor 2
2907 decrat 2
2908 decre 2
2909 decri 3
2910 ded 1
2911 dedic 9
2912 dedinj 5
2913 dee 1
2914 deed 3
2915 deem 8
2916 deep 42
2917 deepen 5
2918 deeper 3
2919 deepest 1
2920 deepli 23
2921 deepsea 4
2922 deepseat 2
2923 deepwat 6
2924 defac 1
2925 default 2
2926 defaulthtm 1
2927 defeat 143
2928 defect 2
2929 defenc 3
2930 defend 121
2931 defens 153
2932 defer 2
2933 defi 5
2934 defianc 7
2935 defiant 6
2936 defiantli 2
2937 defici 1
2938 deficit 11
2939 defin 7
2940 definit 37
2941 deflat 1
2942 deflect 5
2943 defoli 1
2944 defolt 1
2945 deforest 10
2946 defraud 3
2947 defunct 1
2948 defus 3
2949 degr 1
2950 degrad 4
2951 degre 30
2952 dehuman 1
2953 dehydr 3
2954 del 11
2955 delawar 25
2956 delay 34
2957 deleg 10
2958 delhi 17
2959 deli 1
2960 deliber 15
2961 delic 7
2962 delici 1
2963 delight 5
2964 deliv 36
2965 deliveri 2
2966 dell 1
2967 delsaut 2
2968 delta 9
2969 delus 2
2970 delv 1
2971 demaci 1
2972 demagogu 2
2973 demand 75
2974 demarc 1
2975 demean 1
2976 demeanor 2
2977 dementieva 5
2978 demick 1
2979 demilitar 1
2980 demis 6
2981 democraci 72
2982 democrat 188
2983 democratich 1
2984 demograph 1
2985 demolish 4
2986 demolit 5
2987 demon 4
2988 demonstr 88
2989 demot 2
2990 demur 1
2991 demystifi 1
2992 dengu 1
2993 deni 95
2994 denial 5
2995 denigr 1
2996 denis 14
2997 denisa 3
2998 denn 1
2999 denni 8
3000 denomin 1
3001 denounc 13
3002 dens 4
3003 dent 2
3004 dental 1
3005 denver 21
3006 depart 180
3007 departur 20
3008 depend 34
3009 depict 1
3010 deplan 1
3011 deplet 2
3012 deplor 2
3013 deploy 22
3014 deport 3
3015 deportieren 1
3016 depos 7
3017 deposit 4
3018 depot 4
3019 depress 3
3020 depriv 1
3021 dept 1
3022 depth 12
3023 deputi 46
3024 dequia 2
3025 derail 1
3026 derelict 1
3027 deriv 3
3028 desai 1
3029 descend 18
3030 descent 9
3031 describ 80
3032 descript 8
3033 desegreg 1
3034 desert 31
3035 desertstyl 3
3036 deserv 15
3037 deservedli 2
3038 design 34
3039 designe 1
3040 desir 15
3041 desirepaulin 1
3042 desist 3
3043 desk 6
3044 desol 1
3045 despair 6
3046 desper 39
3047 despic 12
3048 despis 3
3049 despit 116
3050 despot 1
3051 destabil 3
3052 destin 10
3053 destini 1
3054 destitut 1
3055 destroy 227
3056 destruct 27
3057 desvid 1
3058 detach 3
3059 detail 89
3060 detain 31
3061 detaine 2
3062 detect 14
3063 detector 1
3064 detent 10
3065 deter 15
3066 deterg 1
3067 deterior 11
3068 determin 101
3069 deterr 2
3070 detest 1
3071 deton 30
3072 detour 4
3073 detritu 1
3074 detroit 3
3075 deuc 12
3076 deutch 8
3077 deutsch 1
3078 devast 58
3079 devastatingli 1
3080 develop 97
3081 deviat 1
3082 devic 15
3083 devilish 1
3084 devis 1
3085 devot 15
3086 devour 2
3087 devoutli 1
3088 dewat 2
3089 dewin 2
3090 dga 2
3091 dhabi 4
3092 dhahran 12
3093 dharan 1
3094 dhingra 1
3095 dhrumal 1
3096 diabak 1
3097 diagnos 5
3098 diagnosi 1
3099 diagnost 1
3100 diagnostico 1
3101 diagram 1
3102 dialect 1
3103 diallo 2
3104 dialo 3
3105 dialogu 8
3106 diamet 3
3107 diamond 3
3108 dian 2
3109 diann 3
3110 diari 1
3111 diarrhea 2
3112 diaz 2
